"level4_cod";"scientificName";"SSBS";"Best_guess_binomial";"Reference";"SSS";"Diversity_metric_type";"Study_common_taxon";"Predominant_land_use";"Use_intensity";"Km_to_nearest_edge_of_habitat";"Longitude";"Latitude";"Taxon";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"Higher_taxon";"Measurement";"Effort_corrected_measurement";"exist";"note";"status_p";"status.g";"pg"
"BOR-SB";"Tetramorium laparum";"SH1_2001__Floren 1 MK Sorinsim 49";"Tetramorium laparum";"Floren et al. 2001";"SH1_2001__Floren 1 49";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700780555556;6.28098333333333;"Tetramorium laparum";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetramorium";"laparum";"Hymenoptera";24;24;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetramorium laparum";"SH1_2001__Floren 1 MK Sorinsim 50";"Tetramorium laparum";"Floren et al. 2001";"SH1_2001__Floren 1 50";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700638888889;6.28099166666667;"Tetramorium laparum";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetramorium";"laparum";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetramorium noratum";"SH1_2001__Floren 1 MK Poring 19";"Tetramorium noratum";"Floren et al. 2001";"SH1_2001__Floren 1 19";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.696080555556;6.04732222222222;"Tetramorium noratum";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetramorium";"noratum";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetramorium obtusidens";"SH1_2001__Floren 1 MK Poring 18";"Tetramorium obtusidens";"Floren et al. 2001";"SH1_2001__Floren 1 18";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.696552777778;6.04725;"Tetramorium obtusidens";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetramorium";"obtusidens";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetramorium pacificum";"SH1_2001__Floren 1 MK Poring 10";"Tetramorium pacificum";"Floren et al. 2001";"SH1_2001__Floren 1 10";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.699386111111;6.04871388888889;"Tetramorium pacificum";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetramorium";"pacificum";"Hymenoptera";3;3;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetramorium pacificum";"SH1_2001__Floren 1 MK Poring 3";"Tetramorium pacificum";"Floren et al. 2001";"SH1_2001__Floren 1 3";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.698066666667;6.05066111111111;"Tetramorium pacificum";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetramorium";"pacificum";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Poring 10";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 10";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.699386111111;6.04871388888889;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Poring 13";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 13";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.709244444444;6.06419722222222;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";14;14;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Poring 14";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 14";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.710152777778;6.06423333333333;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";695;695;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Poring 15";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 15";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.709777777778;6.06504722222222;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";10;10;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Poring 16";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 16";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.697733333333;6.04910555555556;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Poring 17";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 17";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.697097222222;6.04913055555556;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";3;3;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Poring 19";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 19";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.696080555556;6.04732222222222;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Poring 3";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 3";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.698066666667;6.05066111111111;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";7;7;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Poring 8";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 8";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.6992;6.04933333333333;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 20";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 20";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.711672222222;6.28004444444444;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 22";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 22";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.713319444444;6.28065833333333;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 23";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 23";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.714111111111;6.28105277777778;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 24";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 24";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.711877777778;6.28166944444444;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";27;27;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 31";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 31";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.734499916667;6.31716944444444;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";112;112;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 32";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 32";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.734569444444;6.31723055555556;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";4;4;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 35";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 35";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.734275;6.31763888888889;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 36";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 36";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.734183333333;6.31774166666667;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";202;202;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 37";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 37";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.7339;6.317775;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";23;23;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 39";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 39";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.734030555556;6.31802222222222;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";27;27;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 40";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 40";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.733827777778;6.31794444444444;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";217;217;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 41";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 41";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.701233333333;6.28313333333333;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";6;6;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 43";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 43";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700672222222;6.28298611111111;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 44";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 44";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700455555556;6.28278055555556;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 45";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 45";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700411111111;6.28216111111111;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";181;181;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 46";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 46";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700177777778;6.281875;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";23;23;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 47";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 47";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700372222222;6.28169166666667;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 48";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 48";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700975;6.28126388888889;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";220;220;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera attenuata";"SH1_2001__Floren 1 MK Sorinsim 49";"Tetraponera attenuata";"Floren et al. 2001";"SH1_2001__Floren 1 49";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700780555556;6.28098333333333;"Tetraponera attenuata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"attenuata";"Hymenoptera";218;218;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Poring 11";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 11";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.709427777778;6.06318611111111;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";20;20;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Poring 5";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 5";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.695758333333;6.04763888888889;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";6;6;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 20";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 20";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.711672222222;6.28004444444444;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 21";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 21";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.713413888889;6.279625;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 22";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 22";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.713319444444;6.28065833333333;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";71;71;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 24";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 24";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.711877777778;6.28166944444444;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";3;3;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 26";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 26";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.734258333333;6.31635277777778;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 27";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 27";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.734175;6.31634166666667;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";195;195;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 28";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 28";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.734372222222;6.31616658333333;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";20;20;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 29";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 29";"Abundance";"Formicidae";"Young secondary vegetation";"Cannot decide";NA;116.734419444444;6.31638611111111;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";500;500;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 30";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 30";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.733944361111;6.3169;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";72;72;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 32";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 32";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.734569444444;6.31723055555556;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";15;15;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 33";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 33";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.73445;6.31727222222222;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";62;62;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 34";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 34";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.73425;6.31748888888889;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 35";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 35";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.734275;6.31763888888889;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";94;94;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 36";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 36";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.734183333333;6.31774166666667;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";20;20;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 37";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 37";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.7339;6.317775;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 38";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 38";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.734108333333;6.31793888888889;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";650;650;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 39";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 39";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Cannot decide";NA;116.734030555556;6.31802222222222;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";9;9;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 42";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 42";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700925;6.28295277777778;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 44";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 44";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700455555556;6.28278055555556;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";10;10;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera difficilis";"SH1_2001__Floren 1 MK Sorinsim 46";"Tetraponera difficilis";"Floren et al. 2001";"SH1_2001__Floren 1 46";"Abundance";"Formicidae";"Mature secondary vegetation";"Cannot decide";NA;116.700177777778;6.281875;"Tetraponera difficilis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"difficilis";"Hymenoptera";482;482;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera modesta";"SH1_2001__Floren 1 MK Poring 1";"Tetraponera modesta";"Floren et al. 2001";"SH1_2001__Floren 1 1";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.698330555556;6.04944722222222;"Tetraponera modesta";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"modesta";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BOR-SB";"Tetraponera modesta";"SH1_2001__Floren 1 MK Poring 10";"Tetraponera modesta";"Floren et al. 2001";"SH1_2001__Floren 1 10";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;116.699386111111;6.04871388888889;"Tetraponera modesta";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Tetraponera";"modesta";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
